coin,tf,preset,mode,macd,RR,window,n,gross,net06,net04
XRPUSDT,15m,Normal,continuation,1,1.5,3,348,15.69,-16.33,-5.66
XRPUSDT,15m,Normal,continuation,1,1.5,4,370,1.85,-42.12,-27.47
XRPUSDT,15m,Normal,continuation,1,2.5,0,283,5.56,-21.79,-12.67
XRPUSDT,15m,Normal,continuation,1,2.5,1,274,6.81,-27.99,-16.39
XRPUSDT,15m,Normal,continuation,1,2.5,2,313,31.84,-5.74,6.78
XRPUSDT,15m,Normal,continuation,1,2.5,3,284,15.75,-9.64,-1.18
XRPUSDT,15m,Normal,continuation,1,2.5,4,272,12.65,-19.41,-8.72
XRPUSDT,15m,Normal,continuation,1,3.5,0,240,7.19,-15.38,-7.86
XRPUSDT,15m,Normal,continuation,1,3.5,1,204,28.72,4.56,12.62
XRPUSDT,15m,Normal,continuation,1,3.5,2,257,30.81,0.83,10.82
XRPUSDT,15m,Normal,continuation,1,3.5,3,241,16.88,-4.65,2.52
XRPUSDT,15m,Normal,continuation,1,3.5,4,234,13.22,-13.41,-4.54
XRPUSDT,15m,Normal,reversal,0,1.5,0,247,-7.06,-31.19,-23.15
XRPUSDT,15m,Normal,reversal,0,1.5,1,239,-15.16,-47.5,-36.72
XRPUSDT,15m,Normal,reversal,0,1.5,2,242,-9.78,-40.51,-30.27
XRPUSDT,15m,Normal,reversal,0,1.5,3,191,32.72,14.57,20.62
XRPUSDT,15m,Normal,reversal,0,1.5,4,220,18.66,-8.94,0.26
XRPUSDT,15m,Normal,reversal,0,2.5,0,225,-18.97,-41.36,-33.89
XRPUSDT,15m,Normal,reversal,0,2.5,1,192,3.28,-21.14,-13.0
XRPUSDT,15m,Normal,reversal,0,2.5,2,221,-15.66,-43.76,-34.39
XRPUSDT,15m,Normal,reversal,0,2.5,3,170,24.66,8.48,13.87
XRPUSDT,15m,Normal,reversal,0,2.5,4,200,8.49,-16.4,-8.1
XRPUSDT,15m,Normal,reversal,0,3.5,0,208,-27.16,-47.42,-40.67
XRPUSDT,15m,Normal,reversal,0,3.5,1,163,3.88,-17.09,-10.1
XRPUSDT,15m,Normal,reversal,0,3.5,2,209,-14.5,-40.96,-32.14
XRPUSDT,15m,Normal,reversal,0,3.5,3,142,26.56,13.14,17.62
XRPUSDT,15m,Normal,reversal,0,3.5,4,182,11.36,-10.89,-3.47
XRPUSDT,15m,Normal,reversal,1,1.5,0,153,-2.09,-17.03,-12.05
XRPUSDT,15m,Normal,reversal,1,1.5,1,142,-11.88,-31.34,-24.85
XRPUSDT,15m,Normal,reversal,1,1.5,2,148,-7.94,-28.07,-21.36
XRPUSDT,15m,Normal,reversal,1,1.5,3,114,4.72,-6.44,-2.72
XRPUSDT,15m,Normal,reversal,1,1.5,4,140,11.72,-6.57,-0.47
XRPUSDT,15m,Normal,reversal,1,2.5,0,136,-6.53,-19.71,-15.31
XRPUSDT,15m,Normal,reversal,1,2.5,1,129,-10.94,-28.17,-22.43
XRPUSDT,15m,Normal,reversal,1,2.5,2,147,-7.09,-27.16,-20.47
XRPUSDT,15m,Normal,reversal,1,2.5,3,108,3.88,-6.53,-3.06
XRPUSDT,15m,Normal,reversal,1,2.5,4,132,15.4,-1.84,3.91
XRPUSDT,15m,Normal,reversal,1,3.5,0,127,-13.0,-25.16,-21.1
XRPUSDT,15m,Normal,reversal,1,3.5,1,116,-19.44,-34.93,-29.76
XRPUSDT,15m,Normal,reversal,1,3.5,2,144,-7.03,-26.39,-19.94
XRPUSDT,15m,Normal,reversal,1,3.5,3,97,6.16,-3.0,0.05
XRPUSDT,15m,Normal,reversal,1,3.5,4,116,23.02,8.47,13.32
XRPUSDT,15m,VeryHigh,continuation,0,1.5,0,372,-6.34,-42.92,-30.73
XRPUSDT,15m,VeryHigh,continuation,0,1.5,1,348,15.69,-29.94,-14.73
XRPUSDT,15m,VeryHigh,continuation,0,1.5,2,380,4.47,-39.88,-25.1
XRPUSDT,15m,VeryHigh,continuation,0,1.5,3,361,2.72,-30.35,-19.33
XRPUSDT,15m,VeryHigh,continuation,0,1.5,4,370,13.02,-31.59,-16.72
XRPUSDT,15m,VeryHigh,continuation,0,2.5,0,300,-12.91,-41.93,-32.26
XRPUSDT,15m,VeryHigh,continuation,0,2.5,1,259,20.31,-12.18,-1.35
XRPUSDT,15m,VeryHigh,continuation,0,2.5,2,309,0.88,-35.41,-23.31
XRPUSDT,15m,VeryHigh,continuation,0,2.5,3,290,7.62,-18.77,-9.97
XRPUSDT,15m,VeryHigh,continuation,0,2.5,4,290,30.8,-3.73,7.78
XRPUSDT,15m,VeryHigh,continuation,0,3.5,0,259,-19.06,-43.42,-35.3
XRPUSDT,15m,VeryHigh,continuation,0,3.5,1,200,18.12,-6.87,1.46
XRPUSDT,15m,VeryHigh,continuation,0,3.5,2,266,-16.5,-45.59,-35.89
XRPUSDT,15m,VeryHigh,continuation,0,3.5,3,210,40.34,21.22,27.6
XRPUSDT,15m,VeryHigh,continuation,0,3.5,4,252,26.16,-3.25,6.56
XRPUSDT,15m,VeryHigh,continuation,1,1.5,0,307,-0.84,-32.79,-22.14
XRPUSDT,15m,VeryHigh,continuation,1,1.5,1,296,23.94,-16.37,-2.93
XRPUSDT,15m,VeryHigh,continuation,1,1.5,2,314,-7.62,-46.19,-33.33
XRPUSDT,15m,VeryHigh,continuation,1,1.5,3,287,-3.19,-30.41,-21.34
XRPUSDT,15m,VeryHigh,continuation,1,1.5,4,310,4.02,-34.12,-21.41
XRPUSDT,15m,VeryHigh,continuation,1,2.5,0,251,9.12,-16.32,-7.84
XRPUSDT,15m,VeryHigh,continuation,1,2.5,1,243,12.69,-19.24,-8.6
XRPUSDT,15m,VeryHigh,continuation,1,2.5,2,264,2.47,-29.89,-19.1
XRPUSDT,15m,VeryHigh,continuation,1,2.5,3,246,1.28,-21.57,-13.96
XRPUSDT,15m,VeryHigh,continuation,1,2.5,4,255,9.17,-21.43,-11.23
XRPUSDT,15m,VeryHigh,continuation,1,3.5,0,211,6.75,-13.29,-6.61
XRPUSDT,15m,VeryHigh,continuation,1,3.5,1,203,16.12,-10.54,-1.65
XRPUSDT,15m,VeryHigh,continuation,1,3.5,2,231,0.88,-26.14,-17.14
XRPUSDT,15m,VeryHigh,continuation,1,3.5,3,198,22.75,4.01,10.26
XRPUSDT,15m,VeryHigh,continuation,1,3.5,4,229,-0.05,-26.91,-17.95
XRPUSDT,15m,VeryHigh,reversal,0,1.5,0,143,-3.56,-18.28,-13.37
XRPUSDT,15m,VeryHigh,reversal,0,1.5,1,128,5.59,-10.72,-5.28
XRPUSDT,15m,VeryHigh,reversal,0,1.5,2,125,-8.81,-24.07,-18.98
XRPUSDT,15m,VeryHigh,reversal,0,1.5,3,120,-2.16,-12.85,-9.29
XRPUSDT,15m,VeryHigh,reversal,0,1.5,4,150,-7.44,-25.92,-19.76
XRPUSDT,15m,VeryHigh,reversal,0,2.5,0,140,-4.41,-18.6,-13.87
XRPUSDT,15m,VeryHigh,reversal,0,2.5,1,125,5.81,-9.78,-4.58
XRPUSDT,15m,VeryHigh,reversal,0,2.5,2,124,-7.44,-22.44,-17.44
XRPUSDT,15m,VeryHigh,reversal,0,2.5,3,113,-7.31,-17.26,-13.94
XRPUSDT,15m,VeryHigh,reversal,0,2.5,4,149,-8.94,-27.31,-21.19
XRPUSDT,15m,VeryHigh,reversal,0,3.5,0,133,-5.31,-18.83,-14.33
XRPUSDT,15m,VeryHigh,reversal,0,3.5,1,122,6.75,-8.59,-3.48
XRPUSDT,15m,VeryHigh,reversal,0,3.5,2,119,-5.38,-19.53,-14.81
XRPUSDT,15m,VeryHigh,reversal,0,3.5,3,111,-10.22,-19.91,-16.68
XRPUSDT,15m,VeryHigh,reversal,0,3.5,4,137,0.6,-16.42,-10.75
XRPUSDT,15m,VeryHigh,reversal,1,1.5,0,53,-3.41,-9.07,-7.18
XRPUSDT,15m,VeryHigh,reversal,1,1.5,1,43,-5.53,-11.16,-9.29
XRPUSDT,15m,VeryHigh,reversal,1,1.5,2,45,-9.56,-15.56,-13.56
XRPUSDT,15m,VeryHigh,reversal,1,1.5,3,45,-8.09,-12.01,-10.7
XRPUSDT,15m,VeryHigh,reversal,1,1.5,4,56,2.47,-4.53,-2.2
XRPUSDT,15m,VeryHigh,reversal,1,2.5,0,53,-1.5,-7.16,-5.27
XRPUSDT,15m,VeryHigh,reversal,1,2.5,1,43,-5.53,-11.16,-9.29
XRPUSDT,15m,VeryHigh,reversal,1,2.5,2,45,-10.09,-16.09,-14.09
XRPUSDT,15m,VeryHigh,reversal,1,2.5,3,45,-11.91,-15.82,-14.51
XRPUSDT,15m,VeryHigh,reversal,1,2.5,4,56,3.16,-3.84,-1.51
XRPUSDT,15m,VeryHigh,reversal,1,3.5,0,52,-2.16,-7.7,-5.85
XRPUSDT,15m,VeryHigh,reversal,1,3.5,1,43,-1.84,-7.48,-5.6
XRPUSDT,15m,VeryHigh,reversal,1,3.5,2,44,-9.69,-15.4,-13.5
XRPUSDT,15m,VeryHigh,reversal,1,3.5,3,45,-14.28,-18.19,-16.89
XRPUSDT,15m,VeryHigh,reversal,1,3.5,4,52,0.84,-5.74,-3.55
XRPUSDT,1h,Normal,continuation,0,1.5,0,113,-0.75,-5.92,-4.2
XRPUSDT,1h,Normal,continuation,0,1.5,1,104,-9.53,-15.84,-13.74
XRPUSDT,1h,Normal,continuation,0,1.5,2,106,4.94,-0.73,1.16
XRPUSDT,1h,Normal,continuation,0,1.5,3,94,6.38,2.57,3.84
XRPUSDT,1h,Normal,continuation,0,1.5,4,113,-2.72,-8.91,-6.85
XRPUSDT,1h,Normal,continuation,0,2.5,0,90,-15.66,-19.67,-18.33
XRPUSDT,1h,Normal,continuation,0,2.5,1,77,-11.75,-16.12,-14.66
XRPUSDT,1h,Normal,continuation,0,2.5,2,74,6.75,3.06,4.29
XRPUSDT,1h,Normal,continuation,0,2.5,3,71,6.09,3.31,4.24
XRPUSDT,1h,Normal,continuation,0,2.5,4,91,-1.29,-6.32,-4.64
XRPUSDT,1h,Normal,continuation,0,3.5,0,80,-10.94,-14.48,-13.3
XRPUSDT,1h,Normal,continuation,0,3.5,1,59,-5.69,-8.76,-7.74
XRPUSDT,1h,Normal,continuation,0,3.5,2,59,14.12,11.18,12.16
XRPUSDT,1h,Normal,continuation,0,3.5,3,61,4.41,2.11,2.88
XRPUSDT,1h,Normal,continuation,0,3.5,4,71,2.99,-0.9,0.4
XRPUSDT,1h,Normal,continuation,1,1.5,0,91,-1.94,-6.09,-4.71
XRPUSDT,1h,Normal,continuation,1,1.5,1,91,-6.47,-12.11,-10.23
XRPUSDT,1h,Normal,continuation,1,1.5,2,83,12.84,8.12,9.69
XRPUSDT,1h,Normal,continuation,1,1.5,3,81,9.28,5.93,7.05
XRPUSDT,1h,Normal,continuation,1,1.5,4,100,-6.31,-12.03,-10.12
XRPUSDT,1h,Normal,continuation,1,2.5,0,73,-10.28,-13.61,-12.5
XRPUSDT,1h,Normal,continuation,1,2.5,1,68,-3.22,-7.18,-5.86
XRPUSDT,1h,Normal,continuation,1,2.5,2,56,13.44,10.48,11.47
XRPUSDT,1h,Normal,continuation,1,2.5,3,65,8.56,5.98,6.84
XRPUSDT,1h,Normal,continuation,1,2.5,4,85,-13.42,-18.26,-16.64
XRPUSDT,1h,Normal,continuation,1,3.5,0,66,-11.72,-14.63,-13.66
XRPUSDT,1h,Normal,continuation,1,3.5,1,52,1.41,-1.54,-0.56
XRPUSDT,1h,Normal,continuation,1,3.5,2,47,17.44,14.92,15.76
XRPUSDT,1h,Normal,continuation,1,3.5,3,50,7.81,6.0,6.61
XRPUSDT,1h,Normal,continuation,1,3.5,4,66,-8.7,-12.39,-11.16
XRPUSDT,1h,Normal,reversal,0,1.5,0,74,4.12,0.45,1.67
XRPUSDT,1h,Normal,reversal,0,1.5,1,56,-2.28,-5.65,-4.53
XRPUSDT,1h,Normal,reversal,0,1.5,2,47,10.41,7.61,8.54
XRPUSDT,1h,Normal,reversal,0,1.5,3,56,8.22,5.86,6.65
XRPUSDT,1h,Normal,reversal,0,1.5,4,55,-2.16,-5.38,-4.31
XRPUSDT,1h,Normal,reversal,0,2.5,0,59,1.62,-1.13,-0.21
XRPUSDT,1h,Normal,reversal,0,2.5,1,49,1.47,-1.29,-0.37
XRPUSDT,1h,Normal,reversal,0,2.5,2,45,11.72,9.03,9.93
XRPUSDT,1h,Normal,reversal,0,2.5,3,46,17.5,15.54,16.19
XRPUSDT,1h,Normal,reversal,0,2.5,4,55,-2.84,-6.07,-4.99
XRPUSDT,1h,Normal,reversal,0,3.5,0,52,-5.25,-7.67,-6.86
XRPUSDT,1h,Normal,reversal,0,3.5,1,43,-4.31,-6.7,-5.9
XRPUSDT,1h,Normal,reversal,0,3.5,2,30,7.72,6.23,6.73
XRPUSDT,1h,Normal,reversal,0,3.5,3,38,17.25,15.8,16.28
XRPUSDT,1h,Normal,reversal,0,3.5,4,47,1.22,-1.54,-0.62
XRPUSDT,1h,Normal,reversal,1,1.5,0,39,-5.16,-7.12,-6.47
XRPUSDT,1h,Normal,reversal,1,1.5,1,33,8.03,6.01,6.68
XRPUSDT,1h,Normal,reversal,1,1.5,2,34,2.62,0.76,1.38
XRPUSDT,1h,Normal,reversal,1,1.5,3,30,12.03,10.64,11.1
XRPUSDT,1h,Normal,reversal,1,1.5,4,39,4.41,1.91,2.74
XRPUSDT,1h,Normal,reversal,1,2.5,0,36,-6.75,-8.57,-7.96
XRPUSDT,1h,Normal,reversal,1,2.5,1,31,10.38,8.56,9.17
XRPUSDT,1h,Normal,reversal,1,2.5,2,32,5.53,3.78,4.36
XRPUSDT,1h,Normal,reversal,1,2.5,3,28,19.44,18.15,18.58
XRPUSDT,1h,Normal,reversal,1,2.5,4,39,8.56,6.07,6.9
XRPUSDT,1h,Normal,reversal,1,3.5,0,34,-8.56,-10.3,-9.72
XRPUSDT,1h,Normal,reversal,1,3.5,1,27,10.69,9.1,9.63
XRPUSDT,1h,Normal,reversal,1,3.5,2,27,5.69,4.36,4.8
XRPUSDT,1h,Normal,reversal,1,3.5,3,23,20.38,19.34,19.68
XRPUSDT,1h,Normal,reversal,1,3.5,4,33,12.44,10.46,11.12
XRPUSDT,1h,VeryHigh,continuation,0,1.5,0,104,-8.38,-13.41,-11.73
XRPUSDT,1h,VeryHigh,continuation,0,1.5,1,87,-14.31,-19.26,-17.61
XRPUSDT,1h,VeryHigh,continuation,0,1.5,2,85,13.0,8.47,9.98
XRPUSDT,1h,VeryHigh,continuation,0,1.5,3,84,2.66,-0.77,0.37
XRPUSDT,1h,VeryHigh,continuation,0,1.5,4,97,-9.59,-15.12,-13.28
XRPUSDT,1h,VeryHigh,continuation,0,2.5,0,80,-11.22,-15.0,-13.74
XRPUSDT,1h,VeryHigh,continuation,0,2.5,1,68,-9.25,-12.93,-11.7
XRPUSDT,1h,VeryHigh,continuation,0,2.5,2,72,17.0,13.24,14.49
XRPUSDT,1h,VeryHigh,continuation,0,2.5,3,75,-1.72,-4.79,-3.77
XRPUSDT,1h,VeryHigh,continuation,0,2.5,4,82,-8.88,-13.5,-11.96
XRPUSDT,1h,VeryHigh,continuation,0,3.5,0,65,-4.12,-7.1,-6.11
XRPUSDT,1h,VeryHigh,continuation,0,3.5,1,56,-6.16,-9.04,-8.08
XRPUSDT,1h,VeryHigh,continuation,0,3.5,2,50,19.03,16.76,17.52
XRPUSDT,1h,VeryHigh,continuation,0,3.5,3,56,5.28,3.23,3.91
XRPUSDT,1h,VeryHigh,continuation,0,3.5,4,59,-3.44,-6.83,-5.7
XRPUSDT,1h,VeryHigh,continuation,1,1.5,0,83,-6.06,-10.1,-8.75
XRPUSDT,1h,VeryHigh,continuation,1,1.5,1,66,-0.66,-4.57,-3.27
XRPUSDT,1h,VeryHigh,continuation,1,1.5,2,69,10.69,6.92,8.17
XRPUSDT,1h,VeryHigh,continuation,1,1.5,3,69,3.19,0.22,1.21
XRPUSDT,1h,VeryHigh,continuation,1,1.5,4,83,-5.87,-10.7,-9.09
XRPUSDT,1h,VeryHigh,continuation,1,2.5,0,72,-13.22,-16.71,-15.54
XRPUSDT,1h,VeryHigh,continuation,1,2.5,1,49,6.09,3.4,4.3
XRPUSDT,1h,VeryHigh,continuation,1,2.5,2,60,17.38,14.19,15.25
XRPUSDT,1h,VeryHigh,continuation,1,2.5,3,66,-2.5,-5.36,-4.41
XRPUSDT,1h,VeryHigh,continuation,1,2.5,4,70,-10.04,-14.1,-12.75
XRPUSDT,1h,VeryHigh,continuation,1,3.5,0,62,-13.22,-16.14,-15.17
XRPUSDT,1h,VeryHigh,continuation,1,3.5,1,43,9.28,6.98,7.75
XRPUSDT,1h,VeryHigh,continuation,1,3.5,2,44,14.97,12.9,13.59
XRPUSDT,1h,VeryHigh,continuation,1,3.5,3,52,1.06,-0.95,-0.28
XRPUSDT,1h,VeryHigh,continuation,1,3.5,4,58,-7.48,-10.96,-9.8
XRPUSDT,1h,VeryHigh,reversal,0,1.5,0,33,2.41,0.77,1.32
XRPUSDT,1h,VeryHigh,reversal,0,1.5,1,29,4.84,3.22,3.76
XRPUSDT,1h,VeryHigh,reversal,0,1.5,2,32,10.47,8.92,9.43
XRPUSDT,1h,VeryHigh,reversal,0,1.5,3,38,-0.09,-1.7,-1.16
XRPUSDT,1h,VeryHigh,reversal,0,1.5,4,31,4.09,2.33,2.92
XRPUSDT,1h,VeryHigh,reversal,0,2.5,0,33,0.62,-1.0,-0.46
XRPUSDT,1h,VeryHigh,reversal,0,2.5,1,25,1.56,0.21,0.66
XRPUSDT,1h,VeryHigh,reversal,0,2.5,2,31,10.0,8.49,8.99
XRPUSDT,1h,VeryHigh,reversal,0,2.5,3,38,2.19,0.59,1.12
XRPUSDT,1h,VeryHigh,reversal,0,2.5,4,31,6.38,4.61,5.2
XRPUSDT,1h,VeryHigh,reversal,0,3.5,0,33,1.06,-0.56,-0.02
XRPUSDT,1h,VeryHigh,reversal,0,3.5,1,24,0.53,-0.78,-0.34
XRPUSDT,1h,VeryHigh,reversal,0,3.5,2,31,8.34,6.83,7.34
XRPUSDT,1h,VeryHigh,reversal,0,3.5,3,38,5.16,3.56,4.09
XRPUSDT,1h,VeryHigh,reversal,0,3.5,4,31,7.19,5.43,6.01
XRPUSDT,1h,VeryHigh,reversal,1,1.5,0,13,2.03,1.36,1.58
XRPUSDT,1h,VeryHigh,reversal,1,1.5,1,11,0.59,-0.03,0.18
XRPUSDT,1h,VeryHigh,reversal,1,1.5,2,17,7.72,6.9,7.17
XRPUSDT,1h,VeryHigh,reversal,1,1.5,3,15,0.19,-0.5,-0.27
XRPUSDT,1h,VeryHigh,reversal,1,1.5,4,8,1.69,1.26,1.4
XRPUSDT,1h,VeryHigh,reversal,1,2.5,0,13,2.0,1.33,1.55
XRPUSDT,1h,VeryHigh,reversal,1,2.5,1,10,-3.0,-3.52,-3.35
XRPUSDT,1h,VeryHigh,reversal,1,2.5,2,17,7.62,6.8,7.08
XRPUSDT,1h,VeryHigh,reversal,1,2.5,3,15,2.16,1.47,1.7
XRPUSDT,1h,VeryHigh,reversal,1,2.5,4,8,0.75,0.32,0.47
XRPUSDT,1h,VeryHigh,reversal,1,3.5,0,13,1.41,0.74,0.96
XRPUSDT,1h,VeryHigh,reversal,1,3.5,1,10,-2.88,-3.4,-3.22
XRPUSDT,1h,VeryHigh,reversal,1,3.5,2,17,6.34,5.52,5.8
XRPUSDT,1h,VeryHigh,reversal,1,3.5,3,15,2.81,2.13,2.36
XRPUSDT,1h,VeryHigh,reversal,1,3.5,4,8,-0.19,-0.61,-0.47
XRPUSDT,4h,Normal,continuation,0,1.5,0,23,-4.59,-5.12,-4.94
XRPUSDT,4h,Normal,continuation,0,1.5,1,23,2.56,2.03,2.21
XRPUSDT,4h,Normal,continuation,0,1.5,2,23,4.59,4.12,4.28
XRPUSDT,4h,Normal,continuation,0,1.5,3,24,-2.84,-3.33,-3.17
XRPUSDT,4h,Normal,continuation,0,1.5,4,33,-2.53,-3.4,-3.11
XRPUSDT,4h,Normal,continuation,0,2.5,0,20,-4.5,-4.97,-4.81
XRPUSDT,4h,Normal,continuation,0,2.5,1,19,2.03,1.63,1.76
XRPUSDT,4h,Normal,continuation,0,2.5,2,17,-0.06,-0.43,-0.3
XRPUSDT,4h,Normal,continuation,0,2.5,3,14,-6.38,-6.59,-6.52
XRPUSDT,4h,Normal,continuation,0,2.5,4,25,-0.12,-0.8,-0.58
XRPUSDT,4h,Normal,continuation,0,3.5,0,17,-6.0,-6.36,-6.24
XRPUSDT,4h,Normal,continuation,0,3.5,1,14,-2.53,-2.84,-2.74
XRPUSDT,4h,Normal,continuation,0,3.5,2,13,1.84,1.62,1.69
XRPUSDT,4h,Normal,continuation,0,3.5,3,14,-5.53,-5.75,-5.68
XRPUSDT,4h,Normal,continuation,0,3.5,4,21,-0.55,-1.09,-0.91
XRPUSDT,4h,Normal,continuation,1,1.5,0,26,-7.16,-7.76,-7.56
XRPUSDT,4h,Normal,continuation,1,1.5,1,21,-2.38,-2.9,-2.73
XRPUSDT,4h,Normal,continuation,1,1.5,2,17,3.56,3.2,3.32
XRPUSDT,4h,Normal,continuation,1,1.5,3,23,-0.78,-1.27,-1.1
XRPUSDT,4h,Normal,continuation,1,1.5,4,26,-0.09,-0.8,-0.56
XRPUSDT,4h,Normal,continuation,1,2.5,0,25,-8.06,-8.63,-8.44
XRPUSDT,4h,Normal,continuation,1,2.5,1,17,-1.19,-1.59,-1.46
XRPUSDT,4h,Normal,continuation,1,2.5,2,14,0.94,0.68,0.77
XRPUSDT,4h,Normal,continuation,1,2.5,3,13,-2.81,-3.03,-2.96
XRPUSDT,4h,Normal,continuation,1,2.5,4,22,1.09,0.5,0.7
XRPUSDT,4h,Normal,continuation,1,3.5,0,23,-9.03,-9.52,-9.36
XRPUSDT,4h,Normal,continuation,1,3.5,1,15,-0.81,-1.19,-1.06
XRPUSDT,4h,Normal,continuation,1,3.5,2,10,0.06,-0.1,-0.05
XRPUSDT,4h,Normal,continuation,1,3.5,3,13,-1.34,-1.56,-1.49
XRPUSDT,4h,Normal,continuation,1,3.5,4,14,-0.4,-0.74,-0.63
XRPUSDT,4h,Normal,reversal,0,1.5,0,17,-0.12,-0.5,-0.38
XRPUSDT,4h,Normal,reversal,0,1.5,1,11,0.34,0.06,0.16
XRPUSDT,4h,Normal,reversal,0,1.5,2,12,-1.12,-1.37,-1.29
XRPUSDT,4h,Normal,reversal,0,1.5,3,21,-6.88,-7.34,-7.18
XRPUSDT,4h,Normal,reversal,0,1.5,4,12,3.84,3.47,3.6
XRPUSDT,4h,Normal,reversal,0,2.5,0,8,-3.97,-4.13,-4.07
XRPUSDT,4h,Normal,reversal,0,2.5,1,11,1.59,1.31,1.41
XRPUSDT,4h,Normal,reversal,0,2.5,2,12,-1.0,-1.25,-1.16
XRPUSDT,4h,Normal,reversal,0,2.5,3,21,-6.31,-6.78,-6.62
XRPUSDT,4h,Normal,reversal,0,2.5,4,12,8.5,8.13,8.25
XRPUSDT,4h,Normal,reversal,0,3.5,0,8,-4.75,-4.91,-4.86
XRPUSDT,4h,Normal,reversal,0,3.5,1,11,2.69,2.4,2.5
XRPUSDT,4h,Normal,reversal,0,3.5,2,12,-0.81,-1.06,-0.98
XRPUSDT,4h,Normal,reversal,0,3.5,3,20,-9.0,-9.44,-9.29
XRPUSDT,4h,Normal,reversal,0,3.5,4,10,11.19,10.9,11.0
XRPUSDT,4h,Normal,reversal,1,1.5,0,13,-1.94,-2.22,-2.13
XRPUSDT,4h,Normal,reversal,1,1.5,1,8,-7.31,-7.55,-7.47
XRPUSDT,4h,Normal,reversal,1,1.5,2,8,3.78,3.58,3.65
XRPUSDT,4h,Normal,reversal,1,1.5,3,14,-2.5,-2.78,-2.69
XRPUSDT,4h,Normal,reversal,1,1.5,4,7,2.69,2.47,2.54
XRPUSDT,4h,Normal,reversal,1,2.5,0,6,-3.25,-3.37,-3.33
XRPUSDT,4h,Normal,reversal,1,2.5,1,8,-8.0,-8.23,-8.16
XRPUSDT,4h,Normal,reversal,1,2.5,2,8,4.75,4.55,4.61
XRPUSDT,4h,Normal,reversal,1,2.5,3,13,-2.97,-3.23,-3.14
XRPUSDT,4h,Normal,reversal,1,2.5,4,7,5.81,5.59,5.67
XRPUSDT,4h,Normal,reversal,1,3.5,0,6,-3.91,-4.03,-3.99
XRPUSDT,4h,Normal,reversal,1,3.5,1,8,-8.0,-8.23,-8.16
XRPUSDT,4h,Normal,reversal,1,3.5,2,7,5.09,4.91,4.97
XRPUSDT,4h,Normal,reversal,1,3.5,3,10,-4.94,-5.12,-5.06
XRPUSDT,4h,Normal,reversal,1,3.5,4,6,8.81,8.63,8.69
XRPUSDT,4h,VeryHigh,continuation,0,1.5,0,23,0.78,0.29,0.45
XRPUSDT,4h,VeryHigh,continuation,0,1.5,1,27,-5.31,-5.99,-5.76
XRPUSDT,4h,VeryHigh,continuation,0,1.5,2,16,5.0,4.68,4.79
XRPUSDT,4h,VeryHigh,continuation,0,1.5,3,27,-6.97,-7.57,-7.37
XRPUSDT,4h,VeryHigh,continuation,0,1.5,4,23,4.59,3.95,4.16
XRPUSDT,4h,VeryHigh,continuation,0,2.5,0,19,-0.62,-1.03,-0.89
XRPUSDT,4h,VeryHigh,continuation,0,2.5,1,22,-7.62,-8.15,-7.98
XRPUSDT,4h,VeryHigh,continuation,0,2.5,2,13,6.81,6.55,6.64
XRPUSDT,4h,VeryHigh,continuation,0,2.5,3,13,-8.25,-8.48,-8.4
XRPUSDT,4h,VeryHigh,continuation,0,2.5,4,17,7.94,7.45,7.61
XRPUSDT,4h,VeryHigh,continuation,0,3.5,0,17,-1.22,-1.57,-1.45
XRPUSDT,4h,VeryHigh,continuation,0,3.5,1,20,-7.16,-7.61,-7.46
XRPUSDT,4h,VeryHigh,continuation,0,3.5,2,8,5.72,5.58,5.63
XRPUSDT,4h,VeryHigh,continuation,0,3.5,3,11,-8.22,-8.43,-8.36
XRPUSDT,4h,VeryHigh,continuation,0,3.5,4,15,8.2,7.77,7.91
XRPUSDT,4h,VeryHigh,continuation,1,1.5,0,22,-3.12,-3.64,-3.47
XRPUSDT,4h,VeryHigh,continuation,1,1.5,1,21,-6.28,-6.82,-6.64
XRPUSDT,4h,VeryHigh,continuation,1,1.5,2,11,5.34,5.11,5.19
XRPUSDT,4h,VeryHigh,continuation,1,1.5,3,24,-1.66,-2.19,-2.01
XRPUSDT,4h,VeryHigh,continuation,1,1.5,4,15,0.91,0.51,0.64
XRPUSDT,4h,VeryHigh,continuation,1,2.5,0,22,-0.28,-0.79,-0.62
XRPUSDT,4h,VeryHigh,continuation,1,2.5,1,16,-8.28,-8.67,-8.54
XRPUSDT,4h,VeryHigh,continuation,1,2.5,2,11,5.84,5.61,5.69
XRPUSDT,4h,VeryHigh,continuation,1,2.5,3,12,-5.81,-6.03,-5.95
XRPUSDT,4h,VeryHigh,continuation,1,2.5,4,13,1.69,1.35,1.46
XRPUSDT,4h,VeryHigh,continuation,1,3.5,0,17,0.81,0.44,0.56
XRPUSDT,4h,VeryHigh,continuation,1,3.5,1,16,-9.56,-9.95,-9.82
XRPUSDT,4h,VeryHigh,continuation,1,3.5,2,7,4.19,4.07,4.11
XRPUSDT,4h,VeryHigh,continuation,1,3.5,3,12,-6.72,-6.93,-6.86
XRPUSDT,4h,VeryHigh,continuation,1,3.5,4,10,2.04,1.78,1.86
XRPUSDT,4h,VeryHigh,reversal,0,1.5,0,8,-0.19,-0.37,-0.31
XRPUSDT,4h,VeryHigh,reversal,0,1.5,1,7,1.09,0.92,0.98
XRPUSDT,4h,VeryHigh,reversal,0,1.5,2,7,-0.41,-0.56,-0.51
